Name,Description,Unit,DataType,Attributes
pulsar_subscription_filter_accepted_msg_count,"",,Gauge
pulsar_subscription_filter_processed_msg_count,"",,Gauge
pulsar_subscription_filter_rejected_msg_count,"",,Gauge
pulsar_subscription_filter_rescheduled_msg_count,"",,Gauge
pulsar_subscription_last_acked_timestamp,"",,Gauge
pulsar_subscription_last_consumed_flow_timestamp,"",,Gauge
pulsar_subscription_last_consumed_timestamp,"",,Gauge
pulsar_subscription_last_expire_timestamp,"",,Gauge
pulsar_subscription_last_mark_delete_advanced_timestamp,"",,Gauge
pulsar_subscription_msg_ack_rate,"",,Gauge
pulsar_subscription_msg_drop_rate,"",,Gauge
pulsar_subscription_msg_rate_expired,"",,Gauge
pulsar_subscription_msg_rate_out,"",,Gauge
pulsar_subscription_msg_rate_redeliver,"",,Gauge
pulsar_subscription_msg_throughput_out,"",,Gauge
pulsar_subscription_total_msg_expired,"",,Gauge
pulsar_subscription_unacked_messages,"",,Gauge
pulsar_subscriptions_count,"",,Gauge
pulsar_throughput_in,"",,Gauge
pulsar_throughput_out,"",,Gauge
pulsar_topics_count,"",,Gauge
pulsar_txn_tb_aborted_total,"",,Gauge
pulsar_txn_tb_active_total,"",,Gauge
pulsar_txn_tb_committed_total,"",,Gauge
pulsar_version_info,"",,Gauge
pulsar_web_executor_active_threads,"",,Gauge
pulsar_web_executor_current_threads,"",,Gauge
pulsar_web_executor_idle_threads,"",,Gauge
pulsar_web_executor_max_threads,"",,Gauge
pulsar_web_executor_min_threads,"",,Gauge
topic_load_times,"",,Summary
up,"The scraping was successful",,Gauge
