kafka_connect_connect_node_metrics_request_total,"The total number of requests sent kafka.connect:name=null,type=connect-node-metrics,attribute=request-total",,Gauge
kafka_connect_connect_node_metrics_response_rate,"The number of responses received per second kafka.connect:name=null,type=connect-node-metrics,attribute=response-rate",,Gauge
kafka_connect_connect_node_metrics_response_total,"The total number of responses received kafka.connect:name=null,type=connect-node-metrics,attribute=response-total",,Gauge
kafka_connect_connect_worker_metrics_connector_count,"The number of connectors run in this worker. kafka.connect:name=null,type=connect-worker-metrics,attribute=connector-count",,Gauge
kafka_connect_connect_worker_metrics_connector_startup_attempts_total,"The total number of connector startups that this worker has attempted. kafka.connect:name=null,type=connect-worker-metrics,attribute=connector-startup-attempts-total",,Gauge
kafka_connect_connect_worker_metrics_connector_startup_failure_percentage,"The average percentage of this worker's connectors starts that failed. kafka.connect:name=null,type=connect-worker-metrics,attribute=connector-startup-failure-percentage",,Gauge
kafka_connect_connect_worker_metrics_connector_startup_failure_total,"The total number of connector starts that failed. kafka.connect:name=null,type=connect-worker-metrics,attribute=connector-startup-failure-total",,Gauge
kafka_connect_connect_worker_metrics_connector_startup_success_percentage,"The average percentage of this worker's connectors starts that succeeded. kafka.connect:name=null,type=connect-worker-metrics,attribute=connector-startup-success-percentage",,Gauge
kafka_connect_connect_worker_metrics_connector_startup_success_total,"The total number of connector starts that succeeded. kafka.connect:name=null,type=connect-worker-metrics,attribute=connector-startup-success-total",,Gauge
kafka_connect_connect_worker_metrics_task_count,"The number of tasks run in this worker. kafka.connect:name=null,type=connect-worker-metrics,attribute=task-count",,Gauge
kafka_connect_connect_worker_metrics_task_startup_attempts_total,"The total number of task startups that this worker has attempted. kafka.connect:name=null,type=connect-worker-metrics,attribute=task-startup-attempts-total",,Gauge
kafka_connect_connect_worker_metrics_task_startup_failure_percentage,"The average percentage of this worker's tasks starts that failed. kafka.connect:name=null,type=connect-worker-metrics,attribute=task-startup-failure-percentage",,Gauge
kafka_connect_connect_worker_metrics_task_startup_failure_total,"The total number of task starts that failed. kafka.connect:name=null,type=connect-worker-metrics,attribute=task-startup-failure-total",,Gauge
kafka_connect_connect_worker_metrics_task_startup_success_percentage,"The average percentage of this worker's tasks starts that succeeded. kafka.connect:name=null,type=connect-worker-metrics,attribute=task-startup-success-percentage",,Gauge
kafka_connect_connect_worker_metrics_task_startup_success_total,"The total number of task starts that succeeded. kafka.connect:name=null,type=connect-worker-metrics,attribute=task-startup-success-total",,Gauge
kafka_connect_connect_worker_rebalance_metrics_completed_rebalances_total,"The total number of rebalances completed by this worker. kafka.connect:name=null,type=connect-worker-rebalance-metrics,attribute=completed-rebalances-total",,Gauge
kafka_connect_connect_worker_rebalance_metrics_epoch,"The epoch or generation number of this worker. kafka.connect:name=null,type=connect-worker-rebalance-metrics,attribute=epoch",,Gauge
kafka_connect_connect_worker_rebalance_metrics_rebalance_avg_time_ms,"The average time in milliseconds spent by this worker to rebalance. kafka.connect:name=null,type=connect-worker-rebalance-metrics,attribute=rebalance-avg-time-ms",,Gauge
kafka_connect_connect_worker_rebalance_metrics_rebalance_max_time_ms,"The maximum time in milliseconds spent by this worker to rebalance. kafka.connect:name=null,type=connect-worker-rebalance-metrics,attribute=rebalance-max-time-ms",,Gauge
kafka_connect_connect_worker_rebalance_metrics_rebalancing,"Whether this worker is currently rebalancing. kafka.connect:name=null,type=connect-worker-rebalance-metrics,attribute=rebalancing",,Gauge
kafka_connect_connect_worker_rebalance_metrics_time_since_last_rebalance_ms,"The time in milliseconds since this worker completed the most recent rebalance. kafka.connect:name=null,type=connect-worker-rebalance-metrics,attribute=time-since-last-rebalance-ms",,Gauge
